city,area,rooms,bathroom,parking,floor,petFriendly,furnished,hoa,rent,tax,fireInsurance,allSpace,allCost,costPerArea,costPerRoom
Campinas,60,2,1,1,1,Yes,No,314,1000,0,13,4,327,5.45,81.75
Belo Horizonte,115,3,2,2,1,Yes,No,0,3000,71,50,7,121,1.0521739130434782,17.285714285714285
Belo Horizonte,222,4,3,4,1,Yes,No,0,3000,153,50,11,203,0.9144144144144144,18.454545454545453
Rio de Janeiro,84,3,2,1,1,Yes,Yes,1500,2600,420,34,6,1954,23.261904761904763,325.6666666666667
São Paulo,156,3,3,1,12,No,No,1600,4150,0,53,7,1653,10.596153846153847,236.14285714285714
São Paulo,34,1,1,0,1,Yes,No,0,1050,50,16,2,66,1.9411764705882353,33.0
Porto Alegre,60,2,1,1,5,Yes,No,350,1150,50,17,4,417,6.95,104.25
Porto Alegre,50,2,2,1,4,Yes,No,270,1300,34,19,5,323,6.46,64.6
São Paulo,210,3,3,2,5,Yes,No,2970,5500,690,70,8,3730,17.761904761904763,466.25
São Paulo,240,4,2,4,1,Yes,No,0,8000,0,121,10,121,0.5041666666666667,12.1
São Paulo,336,4,6,5,5,Yes,No,4950,7500,0,96,15,5046,15.017857142857142,336.4
Campinas,60,2,1,1,3,Yes,No,450,790,17,11,4,478,7.966666666666667,119.5
Belo Horizonte,194,3,3,2,10,Yes,No,1351,4000,324,54,8,1729,8.912371134020619,216.125
São Paulo,70,1,1,0,3,Yes,No,250,2000,0,26,2,276,3.942857142857143,138.0
São Paulo,46,1,1,0,3,Yes,No,100,1600,0,21,2,121,2.630434782608696,60.5
Rio de Janeiro,185,3,2,2,2,No,No,1760,6000,0,78,7,1838,9.935135135135136,262.57142857142856
São Paulo,90,1,2,2,13,No,Yes,1500,8000,500,102,5,2102,23.355555555555554,420.4
Belo Horizonte,90,3,2,1,2,Yes,No,200,1400,111,19,6,330,3.6666666666666665,55.0
São Paulo,175,1,3,2,19,No,Yes,900,4142,0,53,6,953,5.445714285714286,158.83333333333334
Rio de Janeiro,140,3,2,1,8,Yes,No,2200,4200,331,55,6,2586,18.47142857142857,431.0
São Paulo,400,2,5,4,1,Yes,No,0,6000,484,91,11,575,1.4375,52.27272727272727
Porto Alegre,127,3,2,1,1,Yes,Yes,539,3000,120,44,6,703,5.535433070866142,117.16666666666667
São Paulo,60,2,2,1,27,Yes,Yes,654,3300,96,42,5,792,13.2,158.4
Belo Horizonte,230,3,3,3,5,Yes,No,700,4000,408,54,9,1162,5.052173913043478,129.11111111111111
São Paulo,48,1,1,1,21,No,Yes,1137,6698,166,85,3,1388,28.916666666666668,462.6666666666667
Campinas,62,3,2,1,12,Yes,No,330,2975,59,38,6,427,6.887096774193548,71.16666666666667
São Paulo,110,3,2,1,1,Yes,No,1130,4500,262,58,6,1450,13.181818181818182,241.66666666666666
São Paulo,80,3,3,2,1,No,No,1180,2800,0,36,8,1216,15.2,152.0
Rio de Janeiro,54,1,1,0,3,Yes,Yes,734,2400,286,31,2,1051,19.462962962962962,525.5
São Paulo,42,1,1,1,4,No,Yes,660,4400,41,56,3,757,18.023809523809526,252.33333333333334
Belo Horizonte,55,2,1,1,4,Yes,No,176,850,60,12,4,248,4.509090909090909,62.0
São Paulo,161,3,5,3,12,Yes,No,2541,6500,567,83,11,3191,19.819875776397517,290.09090909090907
Belo Horizonte,70,2,1,1,3,Yes,No,390,1100,74,15,4,479,6.8428571428571425,119.75
São Paulo,35,1,1,0,9,Yes,Yes,450,1300,40,17,2,507,14.485714285714286,253.5
São Paulo,360,4,4,4,5,Yes,No,5767,9000,2507,115,12,8389,23.302777777777777,699.0833333333334
Belo Horizonte,45,1,1,1,6,Yes,No,816,2900,9,39,3,864,19.2,288.0
São Paulo,55,1,1,0,1,No,No,150,730,0,10,2,160,2.909090909090909,80.0
Rio de Janeiro,25,1,1,0,3,Yes,Yes,350,1750,46,23,2,419,16.76,209.5
Belo Horizonte,68,3,2,1,1,Yes,Yes,360,2250,95,30,6,485,7.132352941176471,80.83333333333333
São Paulo,900,3,4,8,1,Yes,No,0,20000,3813,301,15,4114,4.571111111111111,274.26666666666665
Porto Alegre,71,2,1,0,1,Yes,No,330,990,0,15,3,345,4.859154929577465,115.0
Rio de Janeiro,250,3,2,1,7,Yes,No,1642,6400,746,83,6,2471,9.884,411.8333333333333
Belo Horizonte,305,4,5,5,29,Yes,No,4596,14000,2239,187,14,7022,23.022950819672133,501.57142857142856
São Paulo,81,3,2,1,12,Yes,No,580,1700,90,22,6,692,8.54320987654321,115.33333333333333
São Paulo,234,3,4,4,14,Yes,No,1710,3600,1375,46,11,3131,13.38034188034188,284.6363636363636
Campinas,54,1,2,0,1,Yes,No,245,720,46,10,3,301,5.574074074074074,100.33333333333333
São Paulo,70,2,1,1,1,No,Yes,703,4960,347,63,4,1113,15.9,278.25
Belo Horizonte,100,3,2,1,3,Yes,No,600,1800,140,24,6,764,7.64,127.33333333333333
São Paulo,48,1,1,1,4,Yes,Yes,1450,4200,135,54,3,1639,34.145833333333336,546.3333333333334
Porto Alegre,88,2,2,1,3,Yes,No,700,1900,77,28,5,805,9.147727272727273,161.0
São Paulo,40,1,1,0,1,Yes,No,0,2000,53,31,2,84,2.1,42.0
Porto Alegre,76,1,1,0,5,No,Yes,503,1490,177,22,2,702,9.236842105263158,351.0
São Paulo,109,3,2,2,13,Yes,No,1156,6500,319,83,7,1558,14.293577981651376,222.57142857142858
Belo Horizonte,160,3,3,2,3,Yes,No,1364,2650,269,36,8,1669,10.43125,208.625
São Paulo,106,2,1,0,2,Yes,No,110,1790,0,23,3,133,1.2547169811320755,44.333333333333336
Rio de Janeiro,90,4,2,0,4,Yes,Yes,568,1900,55,25,6,648,7.2,108.0
São Paulo,70,2,2,1,12,Yes,No,665,2000,0,26,5,691,9.871428571428572,138.2
São Paulo,120,2,1,4,1,Yes,No,0,2000,207,31,7,238,1.9833333333333334,34.0
São Paulo,230,3,3,3,7,Yes,No,2500,3916,586,50,9,3136,13.634782608695652,348.44444444444446
São Paulo,130,2,2,2,1,Yes,No,0,3500,448,53,6,501,3.853846153846154,83.5
São Paulo,67,2,2,1,9,Yes,No,730,1970,205,25,5,960,14.328358208955224,192.0
Campinas,140,4,3,2,14,Yes,No,1030,3500,220,45,9,1295,9.25,143.88888888888889
Rio de Janeiro,80,3,2,0,4,Yes,No,300,1500,71,20,5,391,4.8875,78.2
São Paulo,40,1,1,0,3,Yes,No,307,1350,0,18,2,325,8.125,162.5
Belo Horizonte,49,2,1,1,4,Yes,No,225,1000,0,14,4,239,4.877551020408164,59.75
São Paulo,73,3,1,1,4,Yes,Yes,1270,3800,138,49,5,1457,19.958904109589042,291.4
São Paulo,110,2,3,3,1,Yes,No,0,2200,8,34,8,42,0.38181818181818183,5.25
São Paulo,79,3,2,1,8,Yes,Yes,580,2400,62,31,6,673,8.518987341772151,112.16666666666667
Belo Horizonte,40,1,1,0,4,No,No,300,1155,55,16,2,371,9.275,185.5
São Paulo,370,4,6,0,8,Yes,No,3417,7900,2386,101,10,5904,15.956756756756757,590.4
Belo Horizonte,140,4,3,2,3,Yes,No,822,2200,132,30,9,984,7.0285714285714285,109.33333333333333
Rio de Janeiro,300,4,4,2,1,Yes,No,2500,8000,1275,104,10,3879,12.93,387.9
São Paulo,40,1,1,1,2,No,Yes,375,1635,0,21,3,396,9.9,132.0
Rio de Janeiro,100,3,2,2,8,Yes,Yes,1129,1600,250,21,7,1400,14.0,200.0
São Paulo,63,2,2,1,6,Yes,No,650,1890,9,24,5,683,10.841269841269842,136.6
São Paulo,150,3,2,1,6,No,No,1246,5500,0,70,6,1316,8.773333333333333,219.33333333333334
São Paulo,190,3,3,3,6,Yes,No,3000,13000,84,165,9,3249,17.1,361.0
Rio de Janeiro,100,3,2,2,13,Yes,No,970,2400,395,31,7,1396,13.96,199.42857142857142
Porto Alegre,132,6,4,2,18,Yes,No,800,3400,117,50,12,967,7.325757575757576,80.58333333333333
São Paulo,127,2,3,3,3,Yes,No,2300,3300,500,42,8,2842,22.37795275590551,355.25
São Paulo,222,3,3,2,1,Yes,No,0,2400,292,21,8,313,1.40990990990991,39.125
São Paulo,80,2,2,1,1,Yes,No,0,1680,9,26,5,35,0.4375,7.0
São Paulo,208,4,4,3,5,Yes,No,3600,12000,1084,153,11,4837,23.254807692307693,439.72727272727275
São Paulo,480,4,4,6,1,Yes,No,0,10000,1000,151,14,1151,2.3979166666666667,82.21428571428571
São Paulo,360,3,5,2,1,Yes,No,3500,15000,834,191,10,4525,12.569444444444445,452.5
São Paulo,142,3,2,2,8,Yes,No,1026,1750,243,23,7,1292,9.098591549295774,184.57142857142858
Rio de Janeiro,150,3,3,0,6,No,No,1100,5100,242,66,6,1408,9.386666666666667,234.66666666666666
Rio de Janeiro,54,2,1,1,9,Yes,No,560,1600,0,21,4,581,10.75925925925926,145.25
Rio de Janeiro,35,1,1,0,6,Yes,No,480,1000,0,13,2,493,14.085714285714285,246.5
Campinas,44,2,1,1,5,Yes,No,250,1090,10,14,4,274,6.2272727272727275,68.5
São Paulo,130,3,2,1,1,Yes,No,1200,4500,100,58,6,1358,10.446153846153846,226.33333333333334
Porto Alegre,70,2,2,0,4,No,Yes,250,1550,42,23,4,315,4.5,78.75
São Paulo,68,2,1,0,1,Yes,No,230,1300,0,17,3,247,3.6323529411764706,82.33333333333333
São Paulo,212,4,3,4,1,Yes,No,3300,15000,1272,191,11,4763,22.46698113207547,433.0
Rio de Janeiro,35,1,1,1,4,Yes,Yes,580,3300,112,43,3,735,21.0,245.0
São Paulo,116,3,2,1,6,Yes,No,950,1700,90,22,6,1062,9.155172413793103,177.0
São Paulo,80,1,1,0,11,Yes,Yes,427,1900,0,25,2,452,5.65,226.0
São Paulo,47,1,1,1,6,Yes,No,756,2250,114,29,3,899,19.127659574468087,299.6666666666667
Rio de Janeiro,60,3,2,1,1,Yes,Yes,842,1000,63,13,6,918,15.3,153.0
Rio de Janeiro,75,2,1,0,4,Yes,No,440,1200,0,16,3,456,6.08,152.0
Belo Horizonte,60,1,1,1,8,Yes,Yes,694,1098,151,15,3,860,14.333333333333334,286.6666666666667
São Paulo,100,2,1,0,1,No,No,0,5000,125,76,3,201,2.01,67.0
Belo Horizonte,22,1,1,1,1,No,Yes,0,1500,0,20,3,20,0.9090909090909091,6.666666666666667
São Paulo,75,3,2,1,13,No,Yes,700,2900,125,37,6,862,11.493333333333334,143.66666666666666
São Paulo,75,2,3,2,6,No,No,499,2500,70,32,7,601,8.013333333333334,85.85714285714286
Belo Horizonte,65,2,1,1,2,Yes,No,220,700,0,10,4,230,3.5384615384615383,57.5
São Paulo,25,1,1,0,16,Yes,No,294,1300,22,17,2,333,13.32,166.5
São Paulo,194,4,3,2,7,Yes,No,2600,2999,643,38,9,3281,16.912371134020617,364.55555555555554
São Paulo,75,2,2,0,1,Yes,No,0,2000,109,31,4,140,1.8666666666666667,35.0
Belo Horizonte,51,2,1,0,2,Yes,Yes,165,1000,27,14,3,206,4.03921568627451,68.66666666666667
São Paulo,63,2,2,2,4,No,No,600,4080,167,52,6,819,13.0,136.5
Rio de Janeiro,90,2,2,1,3,Yes,No,600,1200,17,16,5,633,7.033333333333333,126.6
São Paulo,45,2,1,1,2,No,Yes,1300,3000,167,39,4,1506,33.46666666666667,376.5
Rio de Janeiro,85,2,2,1,1,Yes,No,1100,2000,82,26,5,1208,14.211764705882352,241.6
Rio de Janeiro,70,2,2,1,6,Yes,No,695,1700,59,22,5,776,11.085714285714285,155.2
Porto Alegre,66,2,1,0,1,Yes,No,150,1700,59,25,3,234,3.5454545454545454,78.0
Rio de Janeiro,45,1,1,0,11,Yes,No,470,1100,0,15,2,485,10.777777777777779,242.5
Porto Alegre,114,3,2,1,2,Yes,Yes,750,2900,109,43,6,902,7.912280701754386,150.33333333333334
Rio de Janeiro,26,1,1,0,2,Yes,Yes,380,2300,61,30,2,471,18.115384615384617,235.5
Porto Alegre,60,1,1,2,1,Yes,Yes,0,2000,0,30,4,30,0.5,7.5
Porto Alegre,44,1,1,0,2,Yes,No,280,1100,30,17,2,327,7.431818181818182,163.5
Belo Horizonte,20,1,1,0,6,No,No,420,1050,79,14,2,513,25.65,256.5
São Paulo,91,2,3,2,5,No,No,2065,9800,500,125,7,2690,29.560439560439562,384.2857142857143
Rio de Janeiro,70,2,2,1,2,Yes,No,650,1000,45,13,5,708,10.114285714285714,141.6
São Paulo,30,1,1,0,1,Yes,Yes,0,1550,21,20,2,41,1.3666666666666667,20.5
Belo Horizonte,308,4,5,4,18,Yes,Yes,1750,15000,167,200,13,2117,6.873376623376624,162.84615384615384
São Paulo,90,2,2,1,3,Yes,No,1000,3000,50,39,5,1089,12.1,217.8
São Paulo,217,3,5,6,1,Yes,No,0,5000,417,76,14,493,2.271889400921659,35.214285714285715
Campinas,47,1,1,0,2,Yes,No,400,1700,72,22,2,494,10.51063829787234,247.0
Rio de Janeiro,60,2,1,1,3,Yes,No,150,1800,0,24,4,174,2.9,43.5
São Paulo,35,1,1,0,1,No,No,250,1305,0,17,2,267,7.628571428571429,133.5
São Paulo,490,3,5,4,1,Yes,No,0,10000,2270,151,12,2421,4.940816326530612,201.75
São Paulo,180,3,3,2,5,No,No,1600,3000,0,39,8,1639,9.105555555555556,204.875
Porto Alegre,65,2,2,2,6,Yes,No,400,1950,41,29,6,470,7.230769230769231,78.33333333333333
Porto Alegre,76,2,2,2,3,Yes,No,600,1700,34,25,6,659,8.671052631578947,109.83333333333333
Campinas,56,2,1,1,5,Yes,No,340,1400,57,18,4,415,7.410714285714286,103.75
São Paulo,68,1,1,0,3,Yes,No,500,1500,0,20,2,520,7.647058823529412,260.0
Campinas,56,1,1,1,6,Yes,Yes,722,1350,50,18,3,790,14.107142857142858,263.3333333333333
Rio de Janeiro,131,3,2,2,3,Yes,No,2800,10000,500,129,7,3429,26.17557251908397,489.85714285714283
São Paulo,100,3,1,4,1,Yes,No,0,2500,226,38,8,264,2.64,33.0
São Paulo,72,2,2,1,18,Yes,No,350,2500,125,32,5,507,7.041666666666667,101.4
Belo Horizonte,88,3,2,1,2,Yes,No,289,1450,114,20,6,423,4.806818181818182,70.5
Rio de Janeiro,38,1,1,0,2,Yes,Yes,700,1850,150,24,2,874,23.0,437.0
São Paulo,49,2,1,1,15,Yes,No,487,1300,17,17,4,521,10.63265306122449,130.25
São Paulo,60,1,1,1,8,Yes,No,900,4600,100,59,3,1059,17.65,353.0
São Paulo,80,2,1,1,2,Yes,No,1257,2950,195,38,4,1490,18.625,372.5
Porto Alegre,280,5,3,3,2,Yes,Yes,0,4000,117,72,11,189,0.675,17.181818181818183
São Paulo,510,4,3,5,1,Yes,No,0,10000,517,151,12,668,1.3098039215686275,55.666666666666664
São Paulo,148,1,2,4,25,Yes,No,1845,9900,550,126,7,2521,17.033783783783782,360.14285714285717
Porto Alegre,76,3,2,1,9,Yes,No,550,1600,59,24,6,633,8.328947368421053,105.5
Belo Horizonte,110,3,2,1,2,No,No,400,1400,150,19,6,569,5.172727272727273,94.83333333333333
Belo Horizonte,22,1,1,1,1,No,No,0,1275,0,17,3,17,0.7727272727272727,5.666666666666667
São Paulo,42,1,1,1,1,Yes,Yes,450,2000,88,26,3,564,13.428571428571429,188.0
São Paulo,59,2,1,1,1,No,No,490,1700,0,22,4,512,8.677966101694915,128.0
São Paulo,158,4,4,4,10,Yes,Yes,2250,2500,423,32,12,2705,17.120253164556964,225.41666666666666
Belo Horizonte,65,2,2,1,1,No,No,290,925,84,13,5,387,5.953846153846154,77.4
São Paulo,20,1,1,0,1,Yes,Yes,602,1800,130,23,2,755,37.75,377.5
São Paulo,298,4,4,1,1,Yes,No,0,3000,0,46,9,46,0.15436241610738255,5.111111111111111
Rio de Janeiro,38,1,1,0,4,No,Yes,877,2280,123,30,2,1030,27.105263157894736,515.0
São Paulo,213,4,4,3,17,Yes,No,2600,6500,1157,83,11,3840,18.028169014084508,349.09090909090907
São Paulo,150,3,2,3,1,Yes,No,0,1900,125,29,8,154,1.0266666666666666,19.25
Rio de Janeiro,60,1,1,0,1,Yes,No,350,1000,0,13,2,363,6.05,181.5
São Paulo,65,2,1,1,1,Yes,No,100,1400,84,18,4,202,3.1076923076923078,50.5
São Paulo,169,4,4,4,9,Yes,No,1800,6450,1140,82,12,3022,17.881656804733726,251.83333333333334
São Paulo,100,2,3,1,2,Yes,No,1260,3973,315,51,6,1626,16.26,271.0
São Paulo,158,4,4,3,5,Yes,No,2100,6600,375,84,11,2559,16.196202531645568,232.63636363636363
São Paulo,150,2,2,2,1,Yes,No,0,6000,667,91,6,758,5.053333333333334,126.33333333333333
Porto Alegre,49,2,1,0,4,Yes,No,250,1650,15,25,3,290,5.918367346938775,96.66666666666667
São Paulo,260,4,4,4,7,Yes,No,3400,5000,1417,64,12,4881,18.773076923076925,406.75
Rio de Janeiro,65,1,1,1,3,Yes,No,780,2500,241,33,3,1054,16.215384615384615,351.3333333333333
São Paulo,380,6,5,3,1,No,No,0,9000,417,136,14,553,1.4552631578947368,39.5
Belo Horizonte,70,3,1,0,1,Yes,No,205,1200,25,16,4,246,3.5142857142857142,61.5
Campinas,180,2,1,0,1,Yes,No,0,2000,15,31,3,46,0.25555555555555554,15.333333333333334
Rio de Janeiro,105,2,1,0,2,Yes,No,400,1250,55,17,3,472,4.495238095238095,157.33333333333334
Belo Horizonte,300,8,3,1,1,Yes,No,0,4000,500,66,12,566,1.8866666666666667,47.166666666666664
São Paulo,190,3,3,1,1,Yes,No,2000,9000,492,115,7,2607,13.721052631578948,372.42857142857144
Belo Horizonte,67,2,2,2,1,Yes,No,202,1000,82,14,6,298,4.447761194029851,49.666666666666664
São Paulo,96,2,2,2,25,No,Yes,1200,9000,0,115,6,1315,13.697916666666666,219.16666666666666
Porto Alegre,75,2,2,1,6,Yes,No,200,1300,250,19,5,469,6.253333333333333,93.8
Campinas,45,1,1,1,2,Yes,No,367,1100,34,14,3,415,9.222222222222221,138.33333333333334
São Paulo,60,2,1,1,4,Yes,Yes,489,1900,0,25,4,514,8.566666666666666,128.5
São Paulo,45,1,1,1,2,No,Yes,781,2970,92,38,3,911,20.244444444444444,303.6666666666667
São Paulo,38,1,1,1,5,No,Yes,1450,3400,0,44,3,1494,39.31578947368421,498.0
São Paulo,75,1,1,1,1,No,No,0,1521,163,23,3,186,2.48,62.0
São Paulo,442,5,6,6,1,Yes,No,0,7500,1301,113,17,1414,3.1990950226244346,83.17647058823529
São Paulo,220,3,3,2,8,No,Yes,1700,11000,542,140,8,2382,10.827272727272728,297.75
São Paulo,140,3,1,2,1,No,No,140,6000,273,91,6,504,3.6,84.0
Belo Horizonte,76,3,2,1,3,Yes,No,375,1400,128,19,6,522,6.868421052631579,87.0
Campinas,60,2,1,1,4,Yes,No,395,580,15,8,4,418,6.966666666666667,104.5
Porto Alegre,50,1,1,0,2,Yes,No,250,803,0,12,2,262,5.24,131.0
São Paulo,165,4,3,2,1,Yes,No,0,5000,46,76,9,122,0.7393939393939394,13.555555555555555
São Paulo,90,1,1,0,1,No,No,0,1150,59,18,2,77,0.8555555555555555,38.5
Campinas,62,2,1,1,6,Yes,No,447,1200,76,16,4,539,8.693548387096774,134.75
São Paulo,120,3,2,2,1,Yes,No,0,3800,0,58,7,58,0.48333333333333334,8.285714285714286
Belo Horizonte,279,4,5,4,1,Yes,No,0,4500,379,74,13,453,1.6236559139784945,34.84615384615385
Rio de Janeiro,79,3,2,0,9,No,Yes,781,3500,183,46,5,1010,12.784810126582279,202.0
Rio de Janeiro,45,1,1,0,4,Yes,No,480,980,0,13,2,493,10.955555555555556,246.5
Rio de Janeiro,36,1,1,0,6,Yes,No,700,590,244,8,2,952,26.444444444444443,476.0
Campinas,47,1,1,0,10,No,Yes,580,750,0,10,2,590,12.553191489361701,295.0
Campinas,270,4,4,8,1,Yes,No,0,3200,144,49,16,193,0.7148148148148148,12.0625
Belo Horizonte,25,1,1,0,3,No,Yes,700,890,59,12,2,771,30.84,385.5
São Paulo,45,2,1,1,14,Yes,No,280,1125,26,15,4,321,7.133333333333334,80.25
São Paulo,255,4,4,3,2,Yes,No,5000,6600,1678,84,11,6762,26.51764705882353,614.7272727272727
Campinas,55,1,2,1,4,No,No,744,954,74,13,4,831,15.10909090909091,207.75
São Paulo,85,3,3,2,3,No,No,1600,4940,300,63,8,1963,23.094117647058823,245.375
Belo Horizonte,200,3,3,2,4,Yes,No,370,2700,135,36,8,541,2.705,67.625
Porto Alegre,55,2,2,0,4,Yes,No,290,1400,34,21,4,345,6.2727272727272725,86.25
São Paulo,180,5,5,2,15,Yes,No,1285,2287,517,29,12,1831,10.172222222222222,152.58333333333334
Campinas,64,2,2,2,51,Yes,No,800,1900,129,25,6,954,14.90625,159.0
Porto Alegre,42,2,1,1,2,Yes,No,900,923,100,14,4,1014,24.142857142857142,253.5
São Paulo,300,3,3,5,1,Yes,No,0,5400,834,82,11,916,3.0533333333333332,83.27272727272727
São Paulo,32,1,1,1,22,Yes,Yes,1800,2000,416,26,3,2242,70.0625,747.3333333333334
São Paulo,64,2,1,2,3,Yes,No,480,1850,39,24,5,543,8.484375,108.6
São Paulo,72,2,2,1,9,Yes,No,626,1440,27,19,5,672,9.333333333333334,134.4
Rio de Janeiro,30,1,1,0,20,No,No,0,1000,0,13,2,13,0.43333333333333335,6.5
Porto Alegre,55,2,1,0,1,Yes,No,150,1250,85,19,3,254,4.618181818181818,84.66666666666667
São Paulo,253,3,5,5,9,Yes,No,2760,6750,1770,86,13,4616,18.24505928853755,355.0769230769231
São Paulo,147,3,2,0,9,No,Yes,1500,4250,0,54,5,1554,10.571428571428571,310.8
São Paulo,110,3,3,1,7,Yes,No,1306,4575,140,58,7,1504,13.672727272727272,214.85714285714286
São Paulo,400,4,3,4,1,Yes,No,0,3760,2084,57,11,2141,5.3525,194.63636363636363
Porto Alegre,350,5,4,2,2,Yes,No,0,4794,500,86,11,586,1.6742857142857144,53.27272727272727
São Paulo,510,5,5,5,1,No,Yes,0,10000,2317,151,15,2468,4.8392156862745095,164.53333333333333
São Paulo,246,3,4,4,9,Yes,Yes,3350,10000,1480,127,11,4957,20.150406504065042,450.6363636363636
Campinas,92,3,4,2,1,Yes,No,804,2200,144,28,9,976,10.608695652173912,108.44444444444444
São Paulo,54,2,2,1,6,No,No,500,2300,167,30,5,697,12.907407407407407,139.4
São Paulo,130,3,2,0,12,Yes,No,1655,3700,350,47,5,2052,15.784615384615385,410.4
Rio de Janeiro,53,2,2,1,7,Yes,No,950,1100,60,15,5,1025,19.339622641509433,205.0
São Paulo,59,2,1,1,10,Yes,No,589,1500,0,20,4,609,10.322033898305085,152.25
Belo Horizonte,153,3,2,2,1,Yes,No,0,9876,196,162,7,358,2.3398692810457518,51.142857142857146
São Paulo,78,2,1,1,1,Yes,No,430,950,32,13,4,475,6.089743589743589,118.75
São Paulo,305,3,3,3,8,Yes,No,3100,5500,2167,70,9,5337,17.498360655737706,593.0
Campinas,54,1,1,1,9,Yes,No,758,1148,84,15,3,857,15.87037037037037,285.6666666666667
São Paulo,80,2,2,0,2,Yes,No,580,1275,113,17,4,710,8.875,177.5
São Paulo,26,1,1,0,6,Yes,No,308,1490,0,19,2,327,12.576923076923077,163.5
São Paulo,96,2,1,1,8,No,No,795,2500,159,32,4,986,10.270833333333334,246.5
Campinas,70,3,1,1,1,Yes,No,650,1300,17,17,5,684,9.771428571428572,136.8
São Paulo,56,2,1,1,11,Yes,Yes,530,2500,0,32,4,562,10.035714285714286,140.5
Belo Horizonte,320,5,3,4,1,Yes,No,0,5500,219,91,12,310,0.96875,25.833333333333332
São Paulo,30,1,1,0,1,No,No,0,861,0,13,2,13,0.43333333333333335,6.5
Rio de Janeiro,45,1,1,0,11,No,No,340,1000,0,13,2,353,7.844444444444444,176.5
Campinas,60,2,1,0,1,Yes,No,457,1134,55,15,3,527,8.783333333333333,175.66666666666666
São Paulo,101,2,3,1,12,Yes,No,900,3500,267,45,6,1212,12.0,202.0
São Paulo,220,4,4,2,10,Yes,No,2500,3200,552,41,10,3093,14.059090909090909,309.3
São Paulo,60,2,1,0,1,No,No,0,1200,44,19,3,63,1.05,21.0
São Paulo,62,2,1,1,3,Yes,No,350,1800,55,23,4,428,6.903225806451613,107.0
Rio de Janeiro,65,2,1,1,3,Yes,No,800,1100,0,15,4,815,12.538461538461538,203.75
Porto Alegre,111,2,2,1,2,Yes,No,218,1102,33,20,5,271,2.4414414414414414,54.2
São Paulo,140,2,1,2,1,Yes,No,0,4000,821,61,5,882,6.3,176.4
São Paulo,17,1,1,0,1,No,Yes,300,2100,50,27,2,377,22.176470588235293,188.5
São Paulo,90,3,2,2,7,Yes,No,1300,3500,250,45,7,1595,17.72222222222222,227.85714285714286
São Paulo,40,1,1,0,1,No,No,0,1350,80,21,2,101,2.525,50.5
Rio de Janeiro,70,2,2,0,7,No,Yes,750,6100,150,79,4,979,13.985714285714286,244.75
São Paulo,370,4,5,5,17,Yes,Yes,4800,5000,1992,64,14,6856,18.52972972972973,489.7142857142857
Porto Alegre,48,2,1,1,3,Yes,No,400,1000,7,15,4,422,8.791666666666666,105.5
Belo Horizonte,130,3,2,1,2,Yes,No,747,2500,122,34,6,903,6.946153846153846,150.5
São Paulo,303,3,4,4,1,Yes,Yes,4540,18000,0,229,11,4769,15.73927392739274,433.54545454545456
São Paulo,150,3,4,3,6,Yes,No,3500,10740,67,137,10,3704,24.69333333333333,370.4
São Paulo,45,1,1,1,1,No,Yes,3000,5520,0,70,3,3070,68.22222222222223,1023.3333333333334
Belo Horizonte,190,4,4,3,1,No,No,1740,6200,501,83,11,2324,12.23157894736842,211.27272727272728
Belo Horizonte,250,4,4,0,1,Yes,No,0,3940,0,65,8,65,0.26,8.125
Campinas,78,3,2,2,3,Yes,No,605,1690,68,22,7,695,8.91025641025641,99.28571428571429
São Paulo,160,3,3,2,1,Yes,No,0,2500,7,38,8,45,0.28125,5.625
Rio de Janeiro,100,3,2,1,6,Yes,No,1005,1850,85,24,6,1114,11.14,185.66666666666666
São Paulo,298,3,4,3,1,Yes,Yes,0,14700,1284,221,10,1505,5.050335570469799,150.5
Porto Alegre,140,3,3,1,2,Yes,No,100,1500,59,27,7,186,1.3285714285714285,26.571428571428573
São Paulo,78,2,2,2,13,Yes,No,613,4338,0,55,6,668,8.564102564102564,111.33333333333333
Campinas,47,1,1,1,12,Yes,No,1500,650,0,9,3,1509,32.1063829787234,503.0
São Paulo,80,2,1,2,2,Yes,Yes,900,2424,245,31,5,1176,14.7,235.2
São Paulo,20,1,1,0,6,Yes,Yes,602,1800,130,23,2,755,37.75,377.5
São Paulo,60,2,1,1,5,Yes,No,675,1550,0,20,4,695,11.583333333333334,173.75
Rio de Janeiro,52,1,1,0,12,No,Yes,750,2500,117,33,2,900,17.307692307692307,450.0
Belo Horizonte,75,3,1,1,4,Yes,No,263,1100,61,15,5,339,4.52,67.8
São Paulo,45,2,1,1,4,Yes,Yes,430,2364,77,30,4,537,11.933333333333334,134.25
São Paulo,26,1,1,0,1,No,No,0,900,10,12,2,22,0.8461538461538461,11.0
Belo Horizonte,120,3,2,0,1,Yes,No,0,2200,76,37,5,113,0.9416666666666667,22.6
São Paulo,239,4,4,4,15,Yes,No,2027,5500,974,70,12,3071,12.849372384937238,255.91666666666666
São Paulo,22,1,1,1,19,No,No,500,2200,0,28,3,528,24.0,176.0
São Paulo,750,7,6,5,1,Yes,Yes,0,5800,559,88,18,647,0.8626666666666667,35.94444444444444
Rio de Janeiro,148,3,2,2,1,Yes,No,1422,4000,279,52,7,1753,11.844594594594595,250.42857142857142
Rio de Janeiro,80,2,1,0,10,No,No,700,1000,98,13,3,811,10.1375,270.3333333333333
São Paulo,76,3,1,2,2,Yes,Yes,900,2280,270,29,6,1199,15.776315789473685,199.83333333333334
